262;15;7.875;1.7;0;9.575
286;23;7.875;1.7;3.5;13.075
219;23;7.875;1.7;3.5;13.075
193;16;7.875;1.7;0;9.575
214;21;7.875;1.7;2.5;12.075
203;20;7.875;1.7;2;11.575
321;16;7.875;1.7;0;9.575
409;22;7.875;1.7;3;12.575
293;18;7.875;1.7;1;10.575
198;21;7.875;1.7;2.5;12.075
198;15;7.875;1.7;0;9.575
230;19;7.875;1.7;1.5;11.075
204;22;7.875;1.7;3;12.575
246;26;7.875;1.7;5;14.575
285;24;7.875;1.7;4;13.575
317;17;7.875;1.7;0.5;10.075
334;22;7.875;1.7;3;12.575
198;18;7.875;1.7;1;10.575
228;22;7.875;1.7;3;12.575
232;18;7.875;1.7;1;10.575
211;27;7.875;1.7;5.5;15.075
282;20;7.875;1.7;2;11.575
337;18;7.875;1.7;1;10.575
411;20;7.875;1.7;2;11.575
213;15;7.875;1.7;0;9.575
228;18;7.875;1.7;1;10.575
267;19;7.875;1.7;1.5;11.075
220;21;7.875;1.7;2.5;12.075
248;18;7.875;1.7;1;10.575
326;21;7.875;1.7;2.5;12.075
316;25;7.875;1.7;4.5;14.075
312;24;7.875;1.7;4;13.575
194;21;7.875;1.7;2.5;12.075
185;18;7.875;1.7;1;10.575
224;19;7.875;1.7;1.5;11.075
195;20;7.875;1.7;2;11.575
309;19;7.875;1.7;1.5;11.075
397;21;7.875;1.7;2.5;12.075
285;17;7.875;1.7;0.5;10.075
219;22;7.875;1.7;3;12.575
217;17;7.875;1.7;0.5;10.075
207;15;7.875;1.7;0;9.575
213;29;7.875;1.7;6.5;16.075
217;21;7.875;1.7;2.5;12.075
303;15;7.875;1.7;0;9.575
313;21;7.875;1.7;2.5;12.075
307;20;7.875;1.7;2;11.575
225;20;7.875;1.7;2;11.575
178;17;7.875;1.7;0.5;10.075
190;19;7.875;1.7;1.5;11.075
211;19;7.875;1.7;1.5;11.075
233;27;7.875;1.7;6.1;15.675
305;17;7.875;1.7;0.5;10.075
288;22;7.875;1.7;3;12.575
315;21;7.875;1.7;2.5;12.075
216;24;7.875;1.7;4;13.575
220;15;7.875;1.7;0;9.575
217;20;7.875;1.7;2;11.575
181;20;7.875;1.7;2;11.575
244;19;7.875;1.7;0;9.575
288;21;7.875;1.7;2.5;12.075
373;15;7.875;1.7;0;9.575
255;19;7.875;1.7;1.5;11.075
212;20;7.875;1.7;1;10.575
189;15;7.875;1.7;0;9.575
190;20;7.875;1.7;2;11.575
199;17;7.875;1.7;0.5;10.075
398;22;7.875;1.7;2.3;11.875
313;20;7.875;1.7;2;11.575
311;19;7.875;1.7;1.5;11.075
210;24;7.875;1.7;4;13.575
198;19;7.875;1.7;1.5;11.075
171;15;7.875;1.7;0;9.575
208;15;7.875;1.7;0;9.575
206;27;7.875;1.7;5.5;15.075
294;20;7.875;1.7;2;11.575
288;16;7.875;1.7;0;9.575
297;18;7.875;1.7;1;10.575
193;16;7.875;1.7;0;9.575
180;17;7.875;1.7;0.5;10.075
181;17;7.875;1.7;0.5;10.075
205;25;7.875;1.7;4.5;14.075
202;24;7.875;1.7;4;13.575
303;20;7.875;1.7;2;11.575
310;17;7.875;1.7;0.5;10.075
302;17;7.875;1.7;0.5;10.075
198;18;7.875;1.7;1;10.575
192;20;7.875;1.7;2;11.575
196;23;7.875;1.7;3.5;13.075
196;21;7.875;1.7;2.5;12.075
247;17;7.875;1.7;0.5;10.075
313;24;7.875;1.7;4;13.575
313;15;7.875;1.7;0;9.575
274;21;7.875;1.7;2.5;12.075
192;16;7.875;1.7;0;9.575
239;15;7.875;1.7;0;9.575
182;20;7.875;1.7;2;11.575
188;21;7.875;1.7;2.5;12.075
267;17;7.875;1.7;0.5;10.075
286;17;7.875;1.7;0.5;10.075
250.08;19.59;7.875;1.7;1.829;11.404
