34;25;12.25;3.225;3;18.475
40;25;12.25;3.225;3;18.475
34;32;12.25;3.225;6.75;22.225
33;27;12.25;3.225;0.5;15.975
32;32;12.25;3.225;9.25;24.725
35;25;12.25;3.225;3;18.475
42;30;12.25;3.225;8.25;23.725
34;27;12.25;3.225;4.25;19.725
35;36;12.25;3.225;13.75;29.225
34;31;12.25;3.225;8;23.475
36;22;12.25;3.225;0.75;16.225
33;29;12.25;3.225;6;21.475
36;28;12.25;3.225;5.25;20.725
34;29;12.25;3.225;7.5;22.975
37;28;12.25;3.225;5.25;20.725
34;24;12.25;3.225;2.25;17.725
34;26;12.25;3.225;3.75;19.225
33;25;12.25;3.225;3;18.475
37;34;12.25;3.225;11.75;27.225
35;31;12.25;3.225;5.5;20.975
33;28;12.25;3.225;5.25;20.725
37;25;12.25;3.225;2.25;17.725
34;28;12.25;3.225;5.75;21.225
38;26;12.25;3.225;2.25;17.725
32;22;12.25;3.225;0.75;16.225
34;32;12.25;3.225;7.5;22.975
35;27;12.25;3.225;5;20.475
36;32;12.25;3.225;8.25;23.725
34;25;12.25;3.225;3;18.475
32;31;12.25;3.225;8.5;23.975
38;34;12.25;3.225;10.25;25.725
39;25;12.25;3.225;3;18.475
32;23;12.25;3.225;1.5;16.975
41;27;12.25;3.225;4.5;19.975
33;28;12.25;3.225;5.75;21.225
35;27;12.25;3.225;4.5;19.975
35;29;12.25;3.225;6;21.475
36;25;12.25;3.225;3;18.475
39;22;12.25;3.225;0.75;16.225
37;31;12.25;3.225;4.75;20.225
35;22;12.25;3.225;0.75;16.225
34;22;12.25;3.225;0.75;16.225
35;34;12.25;3.225;11.25;26.725
35;28;12.25;3.225;2.5;17.975
36;22;12.25;3.225;0.75;16.225
36;33;12.25;3.225;11;26.475
37;26;12.25;3.225;3.75;19.225
37;34;12.25;3.225;12.25;27.725
36;22;12.25;3.225;0.75;16.225
33;34;12.25;3.225;11.5;26.975
34;22;12.25;3.225;0.75;16.225
42;24;12.25;3.225;0.75;16.225
35;29;12.25;3.225;6;21.475
37;31;12.25;3.225;7.5;22.975
34;28;12.25;3.225;4.75;20.225
34;33;12.25;3.225;11;26.475
36;24;12.25;3.225;2.25;17.725
36;25;12.25;3.225;3;18.475
32;29;12.25;3.225;1.5;16.975
38;25;12.25;3.225;3;18.475
37;33;12.25;3.225;12.5;27.975
38;26;12.25;3.225;3.75;19.225
38;26;12.25;3.225;3.75;19.225
32;23;12.25;3.225;1.5;16.975
31;22;12.25;3.225;0.75;16.225
36;30;12.25;3.225;7.75;23.225
40;26;12.25;3.225;3.75;19.225
39;26;12.25;3.225;2.25;17.725
33;28;12.25;3.225;6.25;21.725
35;30;12.25;3.225;7.75;23.225
34;26;12.25;3.225;2.25;17.725
44;32;12.25;3.225;8.75;24.225
35;22;12.25;3.225;0.75;16.225
32;22;12.25;3.225;0.75;16.225
35;28;12.25;3.225;6.25;21.725
39;34;12.25;3.225;9.25;24.725
42;23;12.25;3.225;1.5;16.975
35;28;12.25;3.225;5.25;20.725
37;26;12.25;3.225;3.75;19.225
35;24;12.25;3.225;2.25;17.725
37;26;12.25;3.225;3.75;19.225
35;29;12.25;3.225;6;21.475
34;34;12.25;3.225;12.75;28.225
43;26;12.25;3.225;3.75;19.225
36;24;12.25;3.225;0.75;16.225
35;25;12.25;3.225;3;18.475
35;29;12.25;3.225;6.5;21.975
31;24;12.25;3.225;2.25;17.725
40;35;12.25;3.225;11;26.475
34;30;12.25;3.225;8.25;23.725
33;23;12.25;3.225;1.5;16.975
36;38;12.25;3.225;6;21.475
34;25;12.25;3.225;3;18.475
35;27;12.25;3.225;3.5;18.975
30;26;12.25;3.225;2.25;17.725
41;25;12.25;3.225;3;18.475
35;32;12.25;3.225;6;21.475
34;32;12.25;3.225;9.25;24.725
35;26;12.25;3.225;3.75;19.225
36;28;12.25;3.225;5.25;20.725
35.6;27.59;12.25;3.225;4.9125;20.3875
