0;0.6249999999999999;5;5
1;1.5416666666666665;5;4
2;1.625;5;5
3;0.6249999999999999;5;5
4;1.5416666666666665;5;4
5;1.4583333333333335;5;3
6;1.5416666666666665;5;4
7;0.5416666666666666;5;4
8;1.5;4;4
9;1.4166666666666667;4;3
10;1.5;4;4
11;0.5;4;4
12;1.5833333333333333;4;5
13;1.5;4;4
14;0.5;4;4
15;1.4583333333333335;3;4
16;1.375;3;3
17;1.4166666666666667;4;3
18;1.375;3;3
19;0.37500000000000006;3;3
20;1.4583333333333335;3;4
21;1.5416666666666665;3;5
22;0.5416666666666666;3;5
23;0.5416666666666666;3;5
24;1.4583333333333335;3;4
25;1.6249999999999998;3;5
26;1.4583333333333335;3;4
27;1.5833333333333333;4;4
28;1.4166666666666667;4;3
29;1.5;4;4
30;1.5833333333333333;4;5
31;1.5;4;4
32;0.5;4;4
33;1.5416666666666665;5;4
34;1.5416666666666667;5;3
35;0.5416666666666667;5;3
36;0.4583333333333334;5;3
37;1.6249999999999998;5;4
38;1.5;4;4
39;1.4583333333333335;3;4
40;1.375;3;3
41;1.4166666666666667;4;3
42;0.41666666666666674;4;3
43;0.41666666666666674;4;3
44;1.5;4;4
45;1.5416666666666665;5;4
46;0.5416666666666666;5;4
47;1.625;5;5
48;0.6249999999999999;5;5
49;0.6249999999999999;5;5
50;1.5416666666666665;5;4
51;1.625;5;5
52;0.6249999999999999;5;5
53;0.6249999999999999;5;5
54;1.5416666666666665;5;4
55;1.4583333333333335;5;3
56;0.4583333333333334;5;3
57;0.4583333333333334;5;3
58;1.5416666666666665;5;4
59;1.4583333333333335;5;3
60;1.4166666666666667;4;3
61;1.375;3;3
62;1.4583333333333335;3;4
63;1.375;3;3
64;1.4166666666666667;4;3
65;1.4583333333333335;5;3
66;1.4166666666666667;4;3
67;1.4583333333333335;5;3
68;1.4166666666666667;4;3
69;0.41666666666666674;4;3
70;1.4583333333333335;5;3
71;1.5416666666666665;5;4
72;1.625;5;5
73;0.6249999999999999;5;5
74;0.6249999999999999;5;5
75;0.6249999999999999;5;5
76;0.6249999999999999;5;5
77;0.6249999999999999;5;5
78;1.5416666666666665;5;4
79;0.5416666666666666;5;4
80;1.4583333333333335;5;3
81;1.4166666666666667;4;3
82;0.41666666666666674;4;3
83;1.4583333333333335;5;3
84;1.5416666666666665;5;4
85;0.5416666666666666;5;4
86;1.625;5;5
87;1.5416666666666665;5;4
88;1.4583333333333335;5;3
89;1.4166666666666667;4;3
90;1.375;3;3
91;0.37500000000000006;3;3
92;1.4583333333333335;3;4
93;1.5;4;4
94;1.4583333333333335;3;4
95;1.5416666666666665;3;5
96;0.5416666666666666;3;5
97;0.5416666666666666;3;5
98;1.4583333333333335;3;4
99;0.45833333333333337;3;4
